2201.792701,-0.29218700000001263,"RC 21_1","maya"
2201.792701,-0.29218700000001263,"RC 21_2","maya"
3000.157526,-0.09935799999999517,"RC 16_1","maya"
2999.67214,-0.07818900000000895,"RC 16_2","maya"
3979.029763,0.15290399999997817,"RC 11_1","maya"
3984.2704143333335,0.7584536666666585,"RC 11_2","maya"
4716.063958,0.32408900000001495,"RC 6_1","maya"
4715.657370666667,0.3351440000000139,"RC 6_2","maya"
5747.223631,0.6088494999999909,"RC 1_1","maya"
5747.528781333333,0.6021266666666634,"RC 1_2","maya"
1986.8956855000001,-25.927362000000016,"RC 22_1","maya"
1986.5999000000002,-25.950009499999993,"RC 22_2","maya"
2536.693426,-32.39873300000002,"RC 17_1","maya"
2536.6934915,-32.39873,"RC 17_2","maya"
3076.5470743333335,-39.66386166666666,"RC 12_1","maya"
3074.945591,-39.696411999999995,"RC 12_2","maya"
3391.0344523333333,-44.56107266666667,"RC 7_1","maya"
3386.0416105,-44.63599450000001,"RC 7_2","maya"
3682.579925,-50.412994999999995,"RC 2_1","maya"
3666.317656333333,-50.538848,"RC 2_2","maya"
1787.0331729999998,-35.799424333333356,"RC 23_1","maya"
1786.0593085,-35.84669200000002,"RC 23_2","maya"
1785.9845555000002,-35.82506999999998,"RC 23_3","maya"
1784.9960729999998,-35.874533499999984,"RC 23_4","maya"
1785.6850035,-35.83708050000001,"RC 23_5","maya"
1784.3520105,-35.905238999999995,"RC 23_6","maya"
2131.855507333333,-44.72206033333334,"RC 18_1","maya"
2130.20136,-44.66986733333334,"RC 18_2","maya"
2466.7355255,-51.25491550000001,"RC 13_1","maya"
2469.8308385,-51.2816435,"RC 13_2","maya"
2464.876735,-51.296664500000006,"RC 13_3","maya"
2463.413432,-51.30032249999999,"RC 13_4","maya"
2634.247758,-55.559114666666666,"RC 8_1","maya"
2627.973244,-55.625350999999995,"RC 8_2","maya"
2627.8657945,-55.552395000000004,"RC 8_3","maya"
2628.3144199999997,-55.5942185,"RC 8_4","maya"
2709.641378,-61.80339566666667,"RC 3_1","maya"
2717.7936895000003,-61.76999649999999,"RC 3_2","maya"
2703.2079295,-61.926222499999994,"RC 3_3","maya"
2709.900298,-61.807693,"RC 3_4","maya"
2704.408962,-62.078940999999986,"RC 3_5","maya"
2698.6901536666664,-61.930258666666674,"RC 3_6","maya"
1494.5277856666664,-46.870072333333326,"RC 24_1","maya"
1494.1863953333332,-46.881171,"RC 24_2","maya"
1493.175759,-46.89379333333333,"RC 24_3","maya"
1492.1927066666667,-46.923508999999996,"RC 24_4","maya"
1488.7669005,-46.9877915,"RC 24_5","maya"
1487.690262,-47.02613050000001,"RC 24_6","maya"
1629.828773,-56.381566500000005,"RC 19_1","maya"
1629.189243,-56.38952233333333,"RC 19_2","maya"
1629.5582463333333,-56.33821,"RC 19_3","maya"
1624.579355,-56.449163,"RC 19_4","maya"
1624.2383639999998,-56.4563105,"RC 19_5","maya"
1624.7599424999999,-56.41606949999999,"RC 19_6","maya"
1770.106706,-63.06866299999999,"RC 14_1","maya"
1769.543379,-63.080160500000005,"RC 14_2","maya"
1768.9998703333333,-63.098042333333325,"RC 14_3","maya"
1768.655111,-63.08301066666667,"RC 14_4","maya"
1768.191258,-63.09417633333334,"RC 14_5","maya"
1768.5163396666667,-63.10281566666666,"RC 14_6","maya"
1828.9271535,-66.75001950000001,"RC 9_1","maya"
1828.8870413333334,-66.76169,"RC 9_2","maya"
1827.186243,-66.756892,"RC 9_3","maya"
1826.9821036666665,-66.76375066666667,"RC 9_4","maya"
1826.042002,-66.77472066666665,"RC 9_5","maya"
1825.830807333333,-66.77494833333333,"RC 9_6","maya"
2048.179042333333,-68.67105733333334,"RC 4_1","maya"
2047.5149995,-68.68223449999999,"RC 4_2","maya"
2046.121223,-68.6878415,"RC 4_3","maya"
